"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-03-19T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",11.86,"provisorisch"
"2026-03-19T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",948.67,"provisorisch"
"2026-03-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.26,"provisorisch"
"2026-03-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.72,"provisorisch"
"2026-03-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",969.14,"provisorisch"
"2026-03-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.21,"provisorisch"
"2026-03-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",14.02,"provisorisch"
"2026-03-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",971.62,"provisorisch"
"2026-03-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",207.94,"provisorisch"
"2026-03-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.71,"provisorisch"
"2026-03-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.88,"provisorisch"
"2026-03-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.09,"provisorisch"
"2026-03-20T00:00+0100","Zch_Heubeeribüel","T","d1","°C",7.19,"provisorisch"
"2026-03-20T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",12.02,"provisorisch"
"2026-03-20T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",946.04,"provisorisch"
"2026-03-20T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-20T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.35,"provisorisch"
"2026-03-20T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.86,"provisorisch"
"2026-03-20T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.33,"provisorisch"
"2026-03-20T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-20T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.3,"provisorisch"
"2026-03-20T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.72,"provisorisch"
"2026-03-20T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.84,"provisorisch"
"2026-03-20T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-20T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",212.26,"provisorisch"
"2026-03-20T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.03,"provisorisch"
"2026-03-20T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.89,"provisorisch"
"2026-03-20T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.28,"provisorisch"
"2026-03-21T00:00+0100","Zch_Heubeeribüel","T","d1","°C",7.17,"provisorisch"
"2026-03-21T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",11.5,"provisorisch"
"2026-03-21T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",941.89,"provisorisch"
"2026-03-21T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-21T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.53,"provisorisch"
"2026-03-21T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.14,"provisorisch"
"2026-03-21T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.12,"provisorisch"
"2026-03-21T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",1.18,"provisorisch"
"2026-03-21T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.01,"provisorisch"
"2026-03-21T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.32,"provisorisch"
"2026-03-21T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.56,"provisorisch"
"2026-03-21T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-21T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",183.97,"provisorisch"
"2026-03-21T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.01,"provisorisch"
"2026-03-21T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.19,"provisorisch"
"2026-03-21T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",961.99,"provisorisch"
"2026-03-22T00:00+0100","Zch_Heubeeribüel","T","d1","°C",6.72,"provisorisch"
"2026-03-22T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",11.38,"provisorisch"
"2026-03-22T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",940.03,"provisorisch"
"2026-03-22T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",1.02,"provisorisch"
"2026-03-22T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.56,"provisorisch"
"2026-03-22T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.2,"provisorisch"
"2026-03-22T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.22,"provisorisch"
"2026-03-22T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",18.15,"provisorisch"
"2026-03-22T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.29,"provisorisch"
"2026-03-22T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.55,"provisorisch"
"2026-03-22T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.68,"provisorisch"
"2026-03-22T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",35.03,"provisorisch"
"2026-03-22T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",204.22,"provisorisch"
"2026-03-22T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.06,"provisorisch"
"2026-03-22T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.32,"provisorisch"
"2026-03-22T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.07,"provisorisch"
"2026-03-23T00:00+0100","Zch_Heubeeribüel","T","d1","°C",7.1,"provisorisch"
"2026-03-23T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",10.61,"provisorisch"
"2026-03-23T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",946.52,"provisorisch"
"2026-03-23T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",1.93,"provisorisch"
"2026-03-23T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.7,"provisorisch"
"2026-03-23T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",12.15,"provisorisch"
"2026-03-23T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.76,"provisorisch"
"2026-03-23T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",19.48,"provisorisch"
"2026-03-23T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.79,"provisorisch"
"2026-03-23T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.18,"provisorisch"
"2026-03-23T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.28,"provisorisch"
"2026-03-23T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",9.83,"provisorisch"
"2026-03-23T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",124.28,"provisorisch"
"2026-03-23T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.05,"provisorisch"
"2026-03-23T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.25,"provisorisch"
"2026-03-23T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.72,"provisorisch"
"2026-03-24T00:00+0100","Zch_Heubeeribüel","T","d1","°C",8.11,"provisorisch"
"2026-03-24T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",13.39,"provisorisch"
"2026-03-24T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",949.59,"provisorisch"
"2026-03-24T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-03-24T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.95,"provisorisch"
"2026-03-24T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",14.77,"provisorisch"
"2026-03-24T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",969.92,"provisorisch"
