"Datum","Geschaeft","Einheit_Code","Einheit_Name","Einheit_BFS","Einheit_BFSSub","Einheit_StimmenTotal","Partei","Partei_Kandstimmen","Partei_Zusatzstimmen","Partei_ParteistimmenTotal"
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"SD",132,0,132
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"SVP",20746,284,21030
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"SP",9395,275,9670
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"GP",3415,34,3449
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"GLP",4318,202,4520
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"FDP",4468,179,4647
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"Mitte",4163,93,4256
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"EVP",2015,38,2053
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"FGA/AL/PDA",145,0,145
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"EDU",1719,23,1742
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"Übrige",1501,51,1552
2023-10-22,"Nationalratswahl 2023","ZH067","Rafz",67,67,53089,"SD",25,0,25
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"SVP",8773,161,8934
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"SP",4414,24,4438
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"GP",1622,106,1728
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"GLP",1595,9,1604
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"FDP",1796,44,1840
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"Mitte",1460,116,1576
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"EVP",1190,54,1244
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"FGA/AL/PDA",157,0,157
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"EDU",600,1,601
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"Übrige",633,0,633
2023-10-22,"Nationalratswahl 2023","ZH068","Rorbas",68,68,22926,"SD",68,103,171
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"SVP",41033,792,41825
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"SP",25902,620,26522
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"GP",9437,109,9546
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"GLP",16486,515,17001
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"FDP",19638,708,20346
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"Mitte",12352,272,12624
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"EVP",3210,59,3269
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"FGA/AL/PDA",832,1,833
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"EDU",2234,80,2314
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"Übrige",4907,215,5122
2023-10-22,"Nationalratswahl 2023","ZH069","Wallisellen",69,69,139565,"SD",141,22,163
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"SVP",3291,6,3297
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"SP",1024,28,1052
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"GP",457,6,463
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"GLP",1064,2,1066
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"FDP",285,2,287
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"Mitte",624,5,629
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"EVP",226,1,227
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"FGA/AL/PDA",3,0,3
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"EDU",37,0,37
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"Übrige",259,0,259
2023-10-22,"Nationalratswahl 2023","ZH070","Wasterkingen",70,70,7324,"SD",4,0,4
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"SVP",9021,91,9112
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"SP",2359,26,2385
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"GP",1207,5,1212
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"GLP",1936,5,1941
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"FDP",1945,3,1948
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"Mitte",470,52,522
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"EVP",894,0,894
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"FGA/AL/PDA",14,34,48
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"EDU",336,0,336
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"Übrige",690,86,776
2023-10-22,"Nationalratswahl 2023","ZH071","Wil",71,71,19286,"SD",112,0,112
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"SVP",24138,375,24513
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"SP",5500,87,5587
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"GP",1836,102,1938
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"GLP",5904,160,6064
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"FDP",11536,398,11934
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"Mitte",4189,133,4322
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"EVP",2171,69,2240
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"FGA/AL/PDA",233,8,241
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"EDU",1027,30,1057
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"Übrige",1563,122,1685
2023-10-22,"Nationalratswahl 2023","ZH072","Winkel",72,72,59627,"SD",46,0,46
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"SVP",5046,77,5123
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"SP",1197,11,1208
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"GP",701,0,701
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"GLP",922,24,946
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"FDP",382,0,382
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"Mitte",384,16,400
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"EVP",365,6,371
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"FGA/AL/PDA",44,0,44
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"EDU",281,2,283
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"Übrige",51,0,51
2023-10-22,"Nationalratswahl 2023","ZH081","Bachs",81,81,9584,"SD",75,0,75
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"SVP",7990,81,8071
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"SP",2050,25,2075
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"GP",1257,1,1258
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"GLP",2202,6,2208
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"FDP",2827,38,2865
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"Mitte",1635,46,1681
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"EVP",853,1,854
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"FGA/AL/PDA",47,0,47
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"EDU",483,0,483
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"Übrige",772,2,774
2023-10-22,"Nationalratswahl 2023","ZH082","Boppelsen",82,82,20332,"SD",16,0,16
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"SVP",23456,791,24247
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"SP",6961,157,7118
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"GP",2023,17,2040
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"GLP",5792,231,6023
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"FDP",5438,145,5583
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"Mitte",3991,79,4070
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"EVP",1192,45,1237
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"FGA/AL/PDA",75,0,75
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"EDU",1370,1,1371
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"Übrige",1620,144,1764
2023-10-22,"Nationalratswahl 2023","ZH083","Buchs",83,83,53571,"SD",17,26,43
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"SVP",14769,930,15699
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"SP",3168,201,3369
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"GP",1922,77,1999
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"GLP",1899,97,1996
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"FDP",3242,370,3612
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"Mitte",2716,30,2746
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"EVP",650,14,664
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"FGA/AL/PDA",188,0,188
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"EDU",452,1,453
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"Übrige",1170,14,1184
2023-10-22,"Nationalratswahl 2023","ZH084","Dällikon",84,84,31985,"SD",75,0,75
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"SVP",8001,326,8327
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"SP",2262,72,2334
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"GP",919,15,934
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"GLP",2452,3,2455
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"FDP",1344,7,1351
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"Mitte",1907,65,1972
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"EVP",389,0,389
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"FGA/AL/PDA",110,0,110
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"EDU",42,0,42
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"Übrige",539,0,539
2023-10-22,"Nationalratswahl 2023","ZH085","Dänikon",85,85,18454,"SD",1,0,1
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"SVP",19497,317,19814
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"SP",7431,158,7589
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"GP",2564,254,2818
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"GLP",4462,114,4576
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"FDP",4873,295,5168
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"Mitte",3267,162,3429
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"EVP",1744,35,1779
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"FGA/AL/PDA",256,0,256
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"EDU",840,31,871
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"Übrige",1881,153,2034
2023-10-22,"Nationalratswahl 2023","ZH086","Dielsdorf",86,86,48460,"SD",126,0,126
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"SVP",5426,56,5482
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"SP",921,25,946
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"GP",507,1,508
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"GLP",1354,13,1367
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"FDP",693,64,757
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"Mitte",1309,24,1333
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"EVP",290,0,290
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"FGA/AL/PDA",2,0,2
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"EDU",160,0,160
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"Übrige",292,2,294
2023-10-22,"Nationalratswahl 2023","ZH087","Hüttikon",87,87,11144,"SD",5,0,5
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"SVP",21636,433,22069
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"SP",3859,94,3953
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"GP",2084,96,2180
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"GLP",3775,159,3934
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"FDP",5636,150,5786
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"Mitte",2813,81,2894
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"EVP",1069,60,1129
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"FGA/AL/PDA",56,0,56
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"EDU",846,9,855
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"Übrige",1261,28,1289
2023-10-22,"Nationalratswahl 2023","ZH088","Neerach",88,88,44159,"SD",14,0,14
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"SVP",19977,341,20318
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"SP",5290,78,5368
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"GP",1545,19,1564
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"GLP",3749,36,3785
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"FDP",4195,146,4341
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"Mitte",3544,129,3673
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"EVP",1100,68,1168
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"FGA/AL/PDA",184,5,189
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"EDU",871,17,888
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"Übrige",855,2,857
2023-10-22,"Nationalratswahl 2023","ZH089","Niederglatt",89,89,42157,"SD",6,0,6
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"SVP",32065,747,32812
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"SP",9505,452,9957
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"GP",3502,19,3521
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"GLP",6683,130,6813
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"FDP",7460,387,7847
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"Mitte",5981,363,6344
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"EVP",1719,47,1766
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"FGA/AL/PDA",138,0,138
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"EDU",1494,0,1494
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"Übrige",1866,86,1952
2023-10-22,"Nationalratswahl 2023","ZH090","Niederhasli",90,90,72891,"SD",247,0,247
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"SVP",12312,132,12444
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"SP",4681,70,4751
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"GP",3890,33,3923
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"GLP",4972,99,5071
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"FDP",3851,281,4132
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"Mitte",3268,102,3370
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"EVP",984,0,984
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"FGA/AL/PDA",137,0,137
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"EDU",615,0,615
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"Übrige",1250,68,1318
2023-10-22,"Nationalratswahl 2023","ZH091","Niederweningen",91,91,36767,"SD",22,0,22
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"SVP",16366,304,16670
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"SP",5291,108,5399
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"GP",2247,381,2628
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"GLP",2709,150,2859
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"FDP",3149,121,3270
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"Mitte",2750,73,2823
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"EVP",1493,12,1505
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"FGA/AL/PDA",169,0,169
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"EDU",2022,1,2023
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"Übrige",1507,0,1507
2023-10-22,"Nationalratswahl 2023","ZH092","Oberglatt",92,92,38968,"SD",114,1,115
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"SVP",8473,236,8709
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"SP",2644,9,2653
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"GP",1441,32,1473
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"GLP",2248,202,2450
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"FDP",1866,48,1914
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"Mitte",1683,41,1724
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"EVP",206,32,238
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"FGA/AL/PDA",165,0,165
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"EDU",601,0,601
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"Übrige",549,59,608
2023-10-22,"Nationalratswahl 2023","ZH093","Oberweningen",93,93,20535,"SD",0,0,0
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"SVP",11756,171,11927
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"SP",4284,78,4362
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"GP",1677,6,1683
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"GLP",5811,332,6143
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"FDP",3119,133,3252
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"Mitte",2523,94,2617
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"EVP",1179,0,1179
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"FGA/AL/PDA",121,0,121
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"EDU",320,22,342
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"Übrige",577,54,631
2023-10-22,"Nationalratswahl 2023","ZH094","Otelfingen",94,94,32302,"SD",45,0,45
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"SVP",2108,5,2113
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"SP",897,40,937
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"GP",636,3,639
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"GLP",784,58,842
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"FDP",867,1,868
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"Mitte",216,70,286
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"EVP",204,0,204
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"FGA/AL/PDA",13,0,13
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"EDU",319,1,320
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"Übrige",122,28,150
2023-10-22,"Nationalratswahl 2023","ZH095","Regensberg",95,95,6372,"SD",0,0,0
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"SVP",54379,1103,55482
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"SP",18848,713,19561
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"GP",6601,265,6866
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"GLP",11261,278,11539
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"FDP",11931,783,12714
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"Mitte",10702,541,11243
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"EVP",2078,75,2153
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"FGA/AL/PDA",538,0,538
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"EDU",1295,28,1323
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"Übrige",3357,506,3863
2023-10-22,"Nationalratswahl 2023","ZH096","Regensdorf",96,96,125460,"SD",178,0,178
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"SVP",24765,295,25060
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"SP",9523,245,9768
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"GP",2904,336,3240
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"GLP",5040,117,5157
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"FDP",3671,356,4027
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"Mitte",3620,244,3864
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"EVP",1811,123,1934
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"FGA/AL/PDA",310,0,310
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"EDU",1716,30,1746
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"Übrige",1678,173,1851
2023-10-22,"Nationalratswahl 2023","ZH097","Rümlang",97,97,57003,"SD",46,0,46
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"SVP",4834,16,4850
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"SP",1175,57,1232
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"GP",1043,1,1044
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"GLP",1069,61,1130
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"FDP",462,1,463
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"Mitte",494,11,505
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"EVP",344,26,370
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"FGA/AL/PDA",12,0,12
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"EDU",155,25,180
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"Übrige",253,28,281
2023-10-22,"Nationalratswahl 2023","ZH098","Schleinikon",98,98,10072,"SD",5,0,5
2023-10-22,"Nationalratswahl 2023","ZH099","Schöfflisdorf",99,99,17257,"SVP",7057,185,7242
2023-10-22,"Nationalratswahl 2023","ZH099","Schöfflisdorf",99,99,17257,"SP",1736,65,1801
2023-10-22,"Nationalratswahl 2023","ZH099","Schöfflisdorf",99,99,17257,"GP",1263,12,1275
2023-10-22,"Nationalratswahl 2023","ZH099","Schöfflisdorf",99,99,17257,"GLP",1851,121,1972
2023-10-22,"Nationalratswahl 2023","ZH099","Schöfflisdorf",99,99,17257,"FDP",1589,10,1599
2023-10-22,"Nationalratswahl 2023","ZH099","Schöfflisdorf",99,99,17257,"Mitte",1545,21,1566
